random seed:58,messagenum:1000,wsize:8,interarrival:20.0,timeer:20.0,repeat time:30
loss,corrupt,original,original_ci,retransmit,retransmit_ci,ack,ack_ci,corrupt,corrupt_ci,rtt,rtt_ci,performance,performance_ci,delay,delay_ci,goodput,goodput_ci,tput,tput_ci
0.0,0.0,1000.0,0.0,38.8333333333,2.7594769211695,999.8333333333,0.1138415118925,0.0,0.0,11.5874050755,0.048502336106,12.0330829543,0.064810326546,0.0,0.0,7.9627579769,0.044578887402,13.2396589741,0.090060294513
0.1,0.0,992.7333333333,11.9536666667215,349.4666666667,109.2820662882025,993.1666666667,12.4377674015665,0.0,0.0,11.682505645,0.0449997483145,18.1759874843,2.016440862807,16.5254657389,27.1808019903315,7.8987079077,0.0967686254045,17.1290608434,1.312352812596
0.2,0.0,983.6,26.978,772.8666666667,227.3253498599125,989.1,27.639933269025,0.0,0.0,11.8356659729,0.057310240211,28.6053920253,7.5751747519945,88.1027561113,144.8524937823285,7.8274941798,0.22544499635,22.367494925,2.5099549520675
0.3,0.0,962.5,43.1918777151295,1429.1666666667,328.863881968678,982.1333333333,44.089339354277,0.0,0.0,11.991453076,0.079918050961,46.1948943176,14.225742156927,222.8624562385,263.362406821724,7.6458976949,0.346176928132,30.5294461256,3.730073228084
0.4,0.0,911.0,64.7150937100325,2598.3333333333,455.3008324999225,965.1666666667,68.7007973564535,0.0,0.0,12.2460595662,0.12440916215,92.6465268045,36.361175415264,591.1223816441,472.343573099727,7.2302429072,0.52156854946,44.7396337765,5.00207095661
0.5,0.0,980.8333333333,5.6138064928155,3355.2333333333,45.320134050254,1163.0,8.916690474811,0.0,0.0,13.1934202485,0.1002359179115,79.1220548271,1.0152382652615,240.4882978444,61.9167680755435,7.7879763961,0.0465157010255,55.2632453563,0.6730608009545
0.6,0.0,650.8333333333,10.4964837327105,3541.4,43.252171662756,822.9,13.959702781318,0.0,0.0,13.2141987288,0.1488167718415,120.0169704956,1.285140585652,3526.1781418297,125.129984771393,5.1455285842,0.0751923280255,53.4061433347,0.5563991785415
0.7,0.0,354.9333333333,8.496549634083,3609.1666666667,54.210352614908,477.2666666667,10.3757329887085,0.0,0.0,12.538206484,0.199837864667,215.0283952739,3.7849914765915,6440.3493855007,89.9799530888825,2.7992449651,0.068011997284,50.5202486905,0.8218940213155
0.8,0.0,160.6666666667,6.0135909928395,3699.3,88.1023919728855,232.8666666667,9.4269790804595,0.0,0.0,12.0981964061,0.5847162582205,478.3880060044,15.009003066848,8415.9627960916,81.192189568196,1.2452850889,0.0464858344055,49.1729207566,1.118184930968
0.9,0.0,42.6666666667,1.6977277467675,3744.9333333333,143.2419521526805,64.4,3.637174843036,0.0,0.0,2.5477848649,1.4312125154285,1765.7021009372,70.8846586101325,9603.7376692567,65.877592230205,0.3092229909,0.013936731494,48.292278877,1.905431496255
1.0,0.0,8.0,0.0,7997.7,44.111303415662,0.2,0.1454322531025,0.0,0.0,0.0,0.0,0.0,0.0,9918.2593279824,57.7434393362785,0.0,0.0,101.9928484898,0.0280805334495
